﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
 ID,PARAM,Date,Value,SYM
02HB021,1,1986/11/02,0.096,
02HB021,1,1986/11/03,0.075,
02HB021,1,1986/11/04,0.063,
02HB021,1,1986/11/05,0.062,
02HB021,1,1986/11/06,0.064,
02HB021,1,1986/11/07,0.061,
02HB021,1,1986/11/08,0.072,
02HB021,1,1986/11/09,0.073,
02HB021,1,1986/11/10,0.066,
02HB021,1,1986/11/11,0.078,
02HB021,1,1986/11/12,0.068,
02HB021,1,1986/11/13,0.066,
02HB021,1,1986/11/14,0.060,
02HB021,1,1986/11/15,0.066,
02HB021,1,1986/11/16,0.066,
02HB021,1,1986/11/17,0.066,
02HB021,1,1986/11/18,0.064,
02HB021,1,1986/11/19,0.060,
02HB021,1,1986/11/20,0.063,
02HB021,1,1986/11/21,0.064,
02HB021,1,1986/11/22,0.064,
02HB021,1,1986/11/23,0.088,
02HB021,1,1986/11/24,0.134,
02HB021,1,1986/11/25,0.092,
02HB021,1,1986/11/26,0.402,
02HB021,1,1986/11/27,0.206,
02HB021,1,1986/11/28,0.112,
02HB021,1,1986/11/29,0.092,
02HB021,1,1986/11/30,0.084,
02HB021,1,1986/12/01,0.076,
02HB021,1,1986/12/02,0.102,
02HB021,1,1986/12/03,0.184,
02HB021,1,1986/12/04,0.117,
02HB021,1,1986/12/05,0.093,
02HB021,1,1986/12/06,0.085,
02HB021,1,1986/12/07,0.103,
02HB021,1,1986/12/08,0.101,
02HB021,1,1986/12/09,0.197,
02HB021,1,1986/12/10,0.185,
02HB021,1,1986/12/11,0.112,
02HB021,1,1986/12/12,0.095,
02HB021,1,1986/12/13,0.088,
02HB021,1,1986/12/14,0.076,
02HB021,1,1986/12/15,0.075,
02HB021,1,1986/12/16,0.079,
02HB021,1,1986/12/17,0.080,
02HB021,1,1986/12/18,0.222,
02HB021,1,1986/12/19,0.146,
02HB021,1,1986/12/20,0.110,
02HB021,1,1986/12/21,0.096,
02HB021,1,1986/12/22,0.083,
02HB021,1,1986/12/23,0.080,
02HB021,1,1986/12/24,0.176,
02HB021,1,1986/12/25,0.470,
02HB021,1,1986/12/26,0.187,
02HB021,1,1986/12/27,0.141,
02HB021,1,1986/12/28,0.122,
02HB021,1,1986/12/29,0.111,
02HB021,1,1986/12/30,0.106,
02HB021,1,1986/12/31,0.101,
02HB021,1,1987/01/01,0.095,
02HB021,1,1987/01/02,0.098,
02HB021,1,1987/01/03,0.096,
02HB021,1,1987/01/04,0.091,
02HB021,1,1987/01/05,0.082,
02HB021,1,1987/01/06,0.081,
02HB021,1,1987/01/07,0.096,
02HB021,1,1987/01/08,0.091,
02HB021,1,1987/01/09,0.083,
02HB021,1,1987/01/10,0.088,
02HB021,1,1987/01/11,0.088,
02HB021,1,1987/01/12,0.082,
02HB021,1,1987/01/13,0.079,
02HB021,1,1987/01/14,0.094,
02HB021,1,1987/01/15,0.162,
02HB021,1,1987/01/16,0.130,
02HB021,1,1987/01/17,0.087,
02HB021,1,1987/01/18,0.080,
02HB021,1,1987/01/19,0.079,B
02HB021,1,1987/01/20,0.078,B
02HB021,1,1987/01/21,0.078,
02HB021,1,1987/01/22,0.080,
02HB021,1,1987/01/23,0.077,
02HB021,1,1987/01/24,0.068,
02HB021,1,1987/01/25,0.071,
02HB021,1,1987/01/26,0.067,
02HB021,1,1987/01/27,0.066,
02HB021,1,1987/01/28,0.071,
02HB021,1,1987/01/29,0.074,
02HB021,1,1987/01/30,0.078,
02HB021,1,1987/01/31,0.075,
02HB021,1,1987/02/01,0.073,
02HB021,1,1987/02/02,0.071,
02HB021,1,1987/02/03,0.080,
02HB021,1,1987/02/04,0.080,
02HB021,1,1987/02/05,0.076,
02HB021,1,1987/02/06,0.076,
02HB021,1,1987/02/07,0.078,
02HB021,1,1987/02/08,0.083,
02HB021,1,1987/02/09,0.080,
02HB021,1,1987/02/10,0.076,
02HB021,1,1987/02/11,0.074,
02HB021,1,1987/02/12,0.070,
02HB021,1,1987/02/13,0.073,
02HB021,1,1987/02/14,0.067,
02HB021,1,1987/02/15,0.067,
02HB021,1,1987/02/16,0.067,
02HB021,1,1987/02/17,0.067,
02HB021,1,1987/02/18,0.068,
02HB021,1,1987/02/19,0.068,
02HB021,1,1987/02/20,0.073,
02HB021,1,1987/02/21,0.068,
02HB021,1,1987/02/22,0.069,
02HB021,1,1987/02/23,0.071,
02HB021,1,1987/02/24,0.068,
02HB021,1,1987/02/25,0.070,
02HB021,1,1987/02/26,0.070,
02HB021,1,1987/02/27,0.074,
02HB021,1,1987/02/28,0.087,
02HB021,1,1987/03/01,0.306,
02HB021,1,1987/03/02,0.288,
02HB021,1,1987/03/03,0.184,
02HB021,1,1987/03/04,0.134,
02HB021,1,1987/03/05,0.110,
02HB021,1,1987/03/06,0.179,
02HB021,1,1987/03/07,0.526,
02HB021,1,1987/03/08,0.439,
02HB021,1,1987/03/09,0.191,
02HB021,1,1987/03/10,0.101,
02HB021,1,1987/03/11,0.092,
02HB021,1,1987/03/12,0.095,
02HB021,1,1987/03/13,0.095,
02HB021,1,1987/03/14,0.092,
02HB021,1,1987/03/15,0.089,
02HB021,1,1987/03/16,0.090,
02HB021,1,1987/03/17,0.090,
02HB021,1,1987/03/18,0.085,
02HB021,1,1987/03/19,0.083,
02HB021,1,1987/03/20,0.087,
02HB021,1,1987/03/21,0.082,
02HB021,1,1987/03/22,0.084,
02HB021,1,1987/03/23,0.081,
02HB021,1,1987/03/24,0.076,
02HB021,1,1987/03/25,0.112,
02HB021,1,1987/03/26,0.121,
02HB021,1,1987/03/27,0.096,
02HB021,1,1987/03/28,0.089,
02HB021,1,1987/03/29,0.086,
02HB021,1,1987/03/30,0.176,
02HB021,1,1987/03/31,0.171,
02HB021,1,1987/04/01,0.154,
02HB021,1,1987/04/02,0.174,
02HB021,1,1987/04/03,0.177,
02HB021,1,1987/04/04,0.256,
02HB021,1,1987/04/05,1.07,
02HB021,1,1987/04/06,0.649,
02HB021,1,1987/04/07,0.320,
02HB021,1,1987/04/08,0.172,
02HB021,1,1987/04/09,0.155,
02HB021,1,1987/04/10,0.136,
02HB021,1,1987/04/11,0.127,
02HB021,1,1987/04/12,0.201,
02HB021,1,1987/04/13,0.165,
02HB021,1,1987/04/14,0.131,
02HB021,1,1987/04/15,0.129,
02HB021,1,1987/04/16,0.128,
02HB021,1,1987/04/17,0.117,
02HB021,1,1987/04/18,0.115,
02HB021,1,1987/04/19,0.108,
02HB021,1,1987/04/20,0.103,
02HB021,1,1987/04/21,0.095,
02HB021,1,1987/04/22,0.085,
02HB021,1,1987/04/23,0.098,
02HB021,1,1987/04/24,0.096,
02HB021,1,1987/04/25,0.091,
02HB021,1,1987/04/26,0.090,
02HB021,1,1987/04/27,0.092,
02HB021,1,1987/04/28,0.098,
02HB021,1,1987/04/29,0.092,
02HB021,1,1987/04/30,0.083,
02HB021,1,1987/05/01,0.080,
02HB021,1,1987/05/02,0.076,
02HB021,1,1987/05/03,0.079,
02HB021,1,1987/05/04,0.076,
02HB021,1,1987/05/05,0.075,
02HB021,1,1987/05/06,0.069,
02HB021,1,1987/05/07,0.065,
02HB021,1,1987/05/08,0.062,
02HB021,1,1987/05/09,0.060,
02HB021,1,1987/05/10,0.062,
02HB021,1,1987/05/11,0.062,
02HB021,1,1987/05/12,0.057,
02HB021,1,1987/05/13,0.056,
02HB021,1,1987/05/14,0.111,
02HB021,1,1987/05/15,0.100,
02HB021,1,1987/05/16,0.060,
02HB021,1,1987/05/17,0.056,
02HB021,1,1987/05/18,0.078,
02HB021,1,1987/05/19,0.078,
02HB021,1,1987/05/20,0.065,
02HB021,1,1987/05/21,0.063,
02HB021,1,1987/05/22,0.071,
02HB021,1,1987/05/23,0.065,
02HB021,1,1987/05/24,0.062,
02HB021,1,1987/05/25,0.058,
02HB021,1,1987/05/26,0.058,
02HB021,1,1987/05/27,0.054,
02HB021,1,1987/05/28,0.051,
02HB021,1,1987/05/29,0.054,
02HB021,1,1987/05/30,0.050,
02HB021,1,1987/05/31,0.048,
02HB021,1,1987/06/01,0.047,
02HB021,1,1987/06/02,0.043,
02HB021,1,1987/06/03,0.043,
02HB021,1,1987/06/04,0.040,
02HB021,1,1987/06/05,0.036,
02HB021,1,1987/06/06,0.039,
02HB021,1,1987/06/07,0.039,
02HB021,1,1987/06/08,0.047,
02HB021,1,1987/06/09,0.042,
02HB021,1,1987/06/10,0.034,
02HB021,1,1987/06/11,0.034,
02HB021,1,1987/06/12,0.046,
02HB021,1,1987/06/13,0.060,
02HB021,1,1987/06/14,0.040,
02HB021,1,1987/06/15,0.035,
02HB021,1,1987/06/16,0.035,
02HB021,1,1987/06/17,0.034,
02HB021,1,1987/06/18,0.034,
02HB021,1,1987/06/19,0.032,
02HB021,1,1987/06/20,0.032,
02HB021,1,1987/06/21,0.035,
02HB021,1,1987/06/22,0.713,
02HB021,1,1987/06/23,0.157,
02HB021,1,1987/06/24,0.084,
02HB021,1,1987/06/25,0.062,
02HB021,1,1987/06/26,0.119,
02HB021,1,1987/06/27,0.070,
02HB021,1,1987/06/28,0.092,
02HB021,1,1987/06/29,0.079,
02HB021,1,1987/06/30,0.066,
02HB021,1,1987/07/01,0.065,
02HB021,1,1987/07/02,0.093,
02HB021,1,1987/07/03,0.079,
02HB021,1,1987/07/04,0.114,
02HB021,1,1987/07/05,0.065,
02HB021,1,1987/07/06,0.063,
02HB021,1,1987/07/07,0.058,
02HB021,1,1987/07/08,0.083,
02HB021,1,1987/07/09,0.088,
02HB021,1,1987/07/10,0.058,
02HB021,1,1987/07/11,0.053,
02HB021,1,1987/07/12,0.048,
02HB021,1,1987/07/13,0.072,
02HB021,1,1987/07/14,0.137,
02HB021,1,1987/07/15,0.066,
02HB021,1,1987/07/16,0.059,
02HB021,1,1987/07/17,0.049,
02HB021,1,1987/07/18,0.046,
02HB021,1,1987/07/19,0.086,
02HB021,1,1987/07/20,0.247,
02HB021,1,1987/07/21,0.063,
02HB021,1,1987/07/22,0.054,
02HB021,1,1987/07/23,0.046,
02HB021,1,1987/07/24,0.046,
02HB021,1,1987/07/25,0.056,
02HB021,1,1987/07/26,0.102,
02HB021,1,1987/07/27,0.055,
02HB021,1,1987/07/28,0.049,
02HB021,1,1987/07/29,0.046,
02HB021,1,1987/07/30,0.109,
02HB021,1,1987/07/31,0.079,
02HB021,1,1987/08/01,0.051,
02HB021,1,1987/08/02,0.329,
02HB021,1,1987/08/03,0.126,
02HB021,1,1987/08/04,0.069,
02HB021,1,1987/08/05,0.059,
02HB021,1,1987/08/06,0.051,
02HB021,1,1987/08/07,0.213,
02HB021,1,1987/08/08,0.133,
02HB021,1,1987/08/09,0.798,
02HB021,1,1987/08/10,0.181,
02HB021,1,1987/08/11,0.094,
02HB021,1,1987/08/12,0.080,
02HB021,1,1987/08/13,0.075,
02HB021,1,1987/08/14,0.064,
02HB021,1,1987/08/15,0.059,
02HB021,1,1987/08/16,0.052,
02HB021,1,1987/08/17,0.050,
02HB021,1,1987/08/18,0.053,
02HB021,1,1987/08/19,0.048,
02HB021,1,1987/08/20,0.043,
02HB021,1,1987/08/21,0.039,
02HB021,1,1987/08/22,0.043,
02HB021,1,1987/08/23,0.038,
02HB021,1,1987/08/24,0.041,
02HB021,1,1987/08/25,0.037,
02HB021,1,1987/08/26,0.043,
02HB021,1,1987/08/27,0.059,
02HB021,1,1987/08/28,0.051,
02HB021,1,1987/08/29,0.055,
02HB021,1,1987/08/30,0.055,
02HB021,1,1987/08/31,0.065,
02HB021,1,1987/09/01,0.061,
02HB021,1,1987/09/02,0.063,
02HB021,1,1987/09/03,0.059,
02HB021,1,1987/09/04,0.059,
02HB021,1,1987/09/05,0.060,
02HB021,1,1987/09/06,0.061,
02HB021,1,1987/09/07,0.063,
02HB021,1,1987/09/08,0.076,
02HB021,1,1987/09/09,0.076,A
02HB021,1,1987/09/10,0.075,E
02HB021,1,1987/09/11,0.073,A
02HB021,1,1987/09/12,0.064,
02HB021,1,1987/09/13,0.056,
02HB021,1,1987/09/14,0.053,
02HB021,1,1987/09/15,0.054,
02HB021,1,1987/09/16,0.054,
02HB021,1,1987/09/17,0.084,
02HB021,1,1987/09/18,0.099,
02HB021,1,1987/09/19,0.090,
02HB021,1,1987/09/20,0.102,
02HB021,1,1987/09/21,0.119,
02HB021,1,1987/09/22,0.091,
02HB021,1,1987/09/23,0.073,
02HB021,1,1987/09/24,0.068,
02HB021,1,1987/09/25,0.061,
02HB021,1,1987/09/26,0.062,
02HB021,1,1987/09/27,0.060,
02HB021,1,1987/09/28,0.059,
02HB021,1,1987/09/29,0.060,
02HB021,1,1987/09/30,0.062,
02HB021,1,1987/10/01,0.055,
02HB021,1,1987/10/02,0.061,
02HB021,1,1987/10/03,0.061,
02HB021,1,1987/10/04,0.057,
02HB021,1,1987/10/05,0.056,
02HB021,1,1987/10/06,0.060,
02HB021,1,1987/10/07,0.088,
02HB021,1,1987/10/08,0.075,
02HB021,1,1987/10/09,0.067,
02HB021,1,1987/10/10,0.062,
02HB021,1,1987/10/11,0.063,
02HB021,1,1987/10/12,0.063,
02HB021,1,1987/10/13,0.056,
02HB021,1,1987/10/14,0.055,
02HB021,1,1987/10/15,0.051,
02HB021,1,1987/10/16,0.057,
02HB021,1,1987/10/17,0.072,
02HB021,1,1987/10/18,0.062,
02HB021,1,1987/10/19,0.054,
02HB021,1,1987/10/20,0.058,
02HB021,1,1987/10/21,0.074,
02HB021,1,1987/10/22,0.084,
02HB021,1,1987/10/23,0.090,
02HB021,1,1987/10/24,0.102,
02HB021,1,1987/10/25,0.082,
02HB021,1,1987/10/26,0.082,
02HB021,1,1987/10/27,0.105,
02HB021,1,1987/10/28,0.097,
02HB021,1,1987/10/29,0.057,
02HB021,1,1987/10/30,0.058,
02HB021,1,1987/10/31,0.061,
02HB021,1,1987/11/01,0.061,
02HB021,1,1987/11/02,0.061,
02HB021,1,1987/11/03,0.062,
02HB021,1,1987/11/04,0.062,
02HB021,1,1987/11/05,0.060,
02HB021,1,1987/11/06,0.057,
02HB021,1,1987/11/07,0.058,
02HB021,1,1987/11/08,0.066,
02HB021,1,1987/11/09,0.076,
02HB021,1,1987/11/10,0.061,
02HB021,1,1987/11/11,0.058,
02HB021,1,1987/11/12,0.059,
02HB021,1,1987/11/13,0.060,
02HB021,1,1987/11/14,0.060,
02HB021,1,1987/11/15,0.058,
02HB021,1,1987/11/16,0.059,
02HB021,1,1987/11/17,0.079,
02HB021,1,1987/11/18,0.077,
02HB021,1,1987/11/19,0.064,
02HB021,1,1987/11/20,0.067,
02HB021,1,1987/11/21,0.063,
02HB021,1,1987/11/22,0.061,
02HB021,1,1987/11/23,0.065,
02HB021,1,1987/11/24,0.066,
02HB021,1,1987/11/25,0.345,
02HB021,1,1987/11/26,0.164,
02HB021,1,1987/11/27,0.091,
02HB021,1,1987/11/28,0.083,
02HB021,1,1987/11/29,0.274,
02HB021,1,1987/11/30,0.133,
02HB021,1,1987/12/01,0.096,
02HB021,1,1987/12/02,0.088,
02HB021,1,1987/12/03,0.085,
02HB021,1,1987/12/04,0.082,
02HB021,1,1987/12/05,0.074,
02HB021,1,1987/12/06,0.071,
02HB021,1,1987/12/07,0.069,
02HB021,1,1987/12/08,0.078,
02HB021,1,1987/12/09,0.110,
02HB021,1,1987/12/10,0.083,
02HB021,1,1987/12/11,0.077,
02HB021,1,1987/12/12,0.093,
02HB021,1,1987/12/13,0.073,
02HB021,1,1987/12/14,0.068,
02HB021,1,1987/12/15,0.262,
02HB021,1,1987/12/16,0.164,
02HB021,1,1987/12/17,0.103,
02HB021,1,1987/12/18,0.088,
02HB021,1,1987/12/19,0.087,
02HB021,1,1987/12/20,0.384,
02HB021,1,1987/12/21,0.167,
02HB021,1,1987/12/22,0.104,
02HB021,1,1987/12/23,0.100,
02HB021,1,1987/12/24,0.097,
02HB021,1,1987/12/25,0.104,
02HB021,1,1987/12/26,0.090,
02HB021,1,1987/12/27,0.079,
02HB021,1,1987/12/28,0.075,
02HB021,1,1987/12/29,0.068,
02HB021,1,1987/12/30,0.069,
02HB021,1,1987/12/31,0.075,
02HB021,1,1988/01/01,0.068,
02HB021,1,1988/01/02,0.067,
02HB021,1,1988/01/03,0.065,
02HB021,1,1988/01/04,0.063,
02HB021,1,1988/01/05,0.061,
02HB021,1,1988/01/06,0.060,
02HB021,1,1988/01/07,0.063,
02HB021,1,1988/01/08,0.063,
02HB021,1,1988/01/09,0.058,
02HB021,1,1988/01/10,0.058,
02HB021,1,1988/01/11,0.057,
02HB021,1,1988/01/12,0.059,
02HB021,1,1988/01/13,0.058,
02HB021,1,1988/01/14,0.053,
02HB021,1,1988/01/15,0.054,
02HB021,1,1988/01/16,0.055,
02HB021,1,1988/01/17,0.068,
02HB021,1,1988/01/18,0.097,
02HB021,1,1988/01/19,0.068,
02HB021,1,1988/01/20,0.168,
02HB021,1,1988/01/21,0.092,
02HB021,1,1988/01/22,0.072,
02HB021,1,1988/01/23,0.072,
02HB021,1,1988/01/24,0.072,
02HB021,1,1988/01/25,0.070,
02HB021,1,1988/01/26,0.068,
02HB021,1,1988/01/27,0.061,
02HB021,1,1988/01/28,0.061,
02HB021,1,1988/01/29,0.068,
02HB021,1,1988/01/30,0.190,
02HB021,1,1988/01/31,0.174,
02HB021,1,1988/02/01,0.152,
02HB021,1,1988/02/02,0.092,
02HB021,1,1988/02/03,0.080,
02HB021,1,1988/02/04,0.075,
02HB021,1,1988/02/05,0.074,
02HB021,1,1988/02/06,0.072,
02HB021,1,1988/02/07,0.070,
02HB021,1,1988/02/08,0.069,
02HB021,1,1988/02/09,0.073,
02HB021,1,1988/02/10,0.072,
02HB021,1,1988/02/11,0.076,
02HB021,1,1988/02/12,0.075,
02HB021,1,1988/02/13,0.073,
02HB021,1,1988/02/14,0.074,
02HB021,1,1988/02/15,0.138,
02HB021,1,1988/02/16,0.102,
02HB021,1,1988/02/17,0.082,
02HB021,1,1988/02/18,0.085,
02HB021,1,1988/02/19,0.093,
02HB021,1,1988/02/20,0.134,
02HB021,1,1988/02/21,0.099,
02HB021,1,1988/02/22,0.182,
02HB021,1,1988/02/23,0.330,
02HB021,1,1988/02/24,0.137,
02HB021,1,1988/02/25,0.098,
02HB021,1,1988/02/26,0.077,
02HB021,1,1988/02/27,0.076,
02HB021,1,1988/02/28,0.079,
02HB021,1,1988/02/29,0.077,
02HB021,1,1988/03/01,0.076,
02HB021,1,1988/03/02,0.159,
02HB021,1,1988/03/03,0.136,
02HB021,1,1988/03/04,0.089,
02HB021,1,1988/03/05,0.102,
02HB021,1,1988/03/06,0.133,
02HB021,1,1988/03/07,0.162,
02HB021,1,1988/03/08,0.144,
02HB021,1,1988/03/09,0.216,
02HB021,1,1988/03/10,0.127,
02HB021,1,1988/03/11,0.106,
02HB021,1,1988/03/12,0.091,
02HB021,1,1988/03/13,0.102,
02HB021,1,1988/03/14,0.082,
02HB021,1,1988/03/15,0.077,
02HB021,1,1988/03/16,0.074,
02HB021,1,1988/03/17,0.074,
02HB021,1,1988/03/18,0.073,
02HB021,1,1988/03/19,0.069,
02HB021,1,1988/03/20,0.068,
02HB021,1,1988/03/21,0.062,
02HB021,1,1988/03/22,0.064,
02HB021,1,1988/03/23,0.103,
02HB021,1,1988/03/24,0.113,
02HB021,1,1988/03/25,0.303,
02HB021,1,1988/03/26,0.204,
02HB021,1,1988/03/27,0.108,
02HB021,1,1988/03/28,0.081,
02HB021,1,1988/03/29,0.079,
02HB021,1,1988/03/30,0.081,
02HB021,1,1988/03/31,0.071,
02HB021,1,1988/04/01,0.068,
02HB021,1,1988/04/02,0.069,
02HB021,1,1988/04/03,0.142,
02HB021,1,1988/04/04,0.138,
02HB021,1,1988/04/05,0.089,
02HB021,1,1988/04/06,0.083,
02HB021,1,1988/04/07,0.083,
02HB021,1,1988/04/08,0.075,
02HB021,1,1988/04/09,0.068,
02HB021,1,1988/04/10,0.065,
02HB021,1,1988/04/11,0.066,
02HB021,1,1988/04/12,0.057,
02HB021,1,1988/04/13,0.056,
02HB021,1,1988/04/14,0.065,
02HB021,1,1988/04/15,0.060,
02HB021,1,1988/04/16,0.057,
02HB021,1,1988/04/17,0.055,
02HB021,1,1988/04/18,0.062,
02HB021,1,1988/04/19,0.062,
02HB021,1,1988/04/20,0.068,
02HB021,1,1988/04/21,0.069,
02HB021,1,1988/04/22,0.052,
02HB021,1,1988/04/23,0.099,
02HB021,1,1988/04/24,0.069,
02HB021,1,1988/04/25,0.057,
02HB021,1,1988/04/26,0.061,
02HB021,1,1988/04/27,0.062,
02HB021,1,1988/04/28,0.054,
02HB021,1,1988/04/29,0.081,
02HB021,1,1988/04/30,0.068,
02HB021,1,1988/05/01,0.057,
02HB021,1,1988/05/02,0.056,
02HB021,1,1988/05/03,0.055,
02HB021,1,1988/05/04,0.053,
02HB021,1,1988/05/05,0.048,
02HB021,1,1988/05/06,0.046,
02HB021,1,1988/05/07,0.042,
02HB021,1,1988/05/08,0.037,
02HB021,1,1988/05/09,0.045,
02HB021,1,1988/05/10,0.043,
02HB021,1,1988/05/11,0.040,
02HB021,1,1988/05/12,0.040,
02HB021,1,1988/05/13,0.039,
02HB021,1,1988/05/14,0.040,
02HB021,1,1988/05/15,0.062,
02HB021,1,1988/05/16,0.081,
02HB021,1,1988/05/17,0.047,
02HB021,1,1988/05/18,0.047,
02HB021,1,1988/05/19,0.068,
02HB021,1,1988/05/20,0.086,
02HB021,1,1988/05/21,0.085,
02HB021,1,1988/05/22,0.057,
02HB021,1,1988/05/23,0.050,
02HB021,1,1988/05/24,0.046,
02HB021,1,1988/05/25,0.044,
02HB021,1,1988/05/26,0.041,
02HB021,1,1988/05/27,0.038,
02HB021,1,1988/05/28,0.033,
02HB021,1,1988/05/29,0.032,
02HB021,1,1988/05/30,0.030,
02HB021,1,1988/05/31,0.026,
02HB021,1,1988/06/01,0.026,
02HB021,1,1988/06/02,0.025,
02HB021,1,1988/06/03,0.029,
02HB021,1,1988/06/04,0.027,
02HB021,1,1988/06/05,0.029,
02HB021,1,1988/06/06,0.025,
02HB021,1,1988/06/07,0.026,
02HB021,1,1988/06/08,0.024,
02HB021,1,1988/06/09,0.023,
02HB021,1,1988/06/10,0.026,
02HB021,1,1988/06/11,0.025,
02HB021,1,1988/06/12,0.022,
02HB021,1,1988/06/13,0.022,
02HB021,1,1988/06/14,0.022,
02HB021,1,1988/06/15,0.021,
02HB021,1,1988/06/16,0.022,
02HB021,1,1988/06/17,0.022,
02HB021,1,1988/06/18,0.021,
02HB021,1,1988/06/19,0.022,
02HB021,1,1988/06/20,0.022,
02HB021,1,1988/06/21,0.025,
02HB021,1,1988/06/22,0.023,
02HB021,1,1988/06/23,0.023,
02HB021,1,1988/06/24,0.023,
02HB021,1,1988/06/25,0.023,
02HB021,1,1988/06/26,0.026,
02HB021,1,1988/06/27,0.025,
02HB021,1,1988/06/28,0.025,
02HB021,1,1988/06/29,0.025,
02HB021,1,1988/06/30,0.029,
02HB021,1,1988/07/01,0.030,
02HB021,1,1988/07/02,0.028,
02HB021,1,1988/07/03,0.029,
02HB021,1,1988/07/04,0.022,
02HB021,1,1988/07/05,0.024,
02HB021,1,1988/07/06,0.025,
02HB021,1,1988/07/07,0.025,
02HB021,1,1988/07/08,0.019,
02HB021,1,1988/07/09,0.014,
02HB021,1,1988/07/10,0.015,
02HB021,1,1988/07/11,0.017,
02HB021,1,1988/07/12,0.020,
02HB021,1,1988/07/13,0.021,
02HB021,1,1988/07/14,0.036,
02HB021,1,1988/07/15,0.029,
02HB021,1,1988/07/16,0.053,
02HB021,1,1988/07/17,0.250,
02HB021,1,1988/07/18,0.040,
02HB021,1,1988/07/19,0.027,
02HB021,1,1988/07/20,0.027,
02HB021,1,1988/07/21,0.024,
02HB021,1,1988/07/22,0.028,
02HB021,1,1988/07/23,0.071,
02HB021,1,1988/07/24,0.044,
02HB021,1,1988/07/25,0.041,
02HB021,1,1988/07/26,0.041,
02HB021,1,1988/07/27,0.038,
02HB021,1,1988/07/28,0.035,
02HB021,1,1988/07/29,0.032,
02HB021,1,1988/07/30,0.153,
02HB021,1,1988/07/31,0.068,
02HB021,1,1988/08/01,0.054,
02HB021,1,1988/08/02,0.044,
02HB021,1,1988/08/03,0.032,
02HB021,1,1988/08/04,0.026,
